class,sic_start,sic_end,desc,details,ind_def
34,5200,5999,Rtail,Retail Stores,38
35,6000,6999,Money,"Finance, Insurance, and Real Estate",38
36,7000,8999,Srvc,Services,38
37,9000,9999,Govt,Public Administration,38
38,-9999,-9999,Other,Almost Nothing,38
1,100,199,Agric,Agriculture,48
1,200,299,Agric,Agriculture,48
1,700,799,Agric,Agriculture,48
1,910,919,Agric,Agriculture,48
1,2048,2048,Agric,Agriculture,48
2,2000,2009,Food,Food Products,48
2,2010,2019,Food,Food Products,48
2,2020,2029,Food,Food Products,48
2,2030,2039,Food,Food Products,48
2,2040,2046,Food,Food Products,48
2,2050,2059,Food,Food Products,48
2,2060,2063,Food,Food Products,48
2,2070,2079,Food,Food Products,48
2,2090,2092,Food,Food Products,48
2,2095,2095,Food,Food Products,48
2,2098,2099,Food,Food Products,48
3,2064,2068,Soda,Candy & Soda,48
3,2086,2086,Soda,Candy & Soda,48
3,2087,2087,Soda,Candy & Soda,48
3,2096,2096,Soda,Candy & Soda,48
3,2097,2097,Soda,Candy & Soda,48
4,2080,2080,Beer,Beer & Liquor,48
4,2082,2082,Beer,Beer & Liquor,48
4,2083,2083,Beer,Beer & Liquor,48
4,2084,2084,Beer,Beer & Liquor,48
4,2085,2085,Beer,Beer & Liquor,48
5,2100,2199,Smoke,Tobacco Products,48
6,920,999,Toys,Recreation,48
6,3650,3651,Toys,Recreation,48
6,3652,3652,Toys,Recreation,48
6,3732,3732,Toys,Recreation,48
6,3930,3931,Toys,Recreation,48
6,3940,3949,Toys,Recreation,48
7,7800,7829,Fun,Entertainment,48
7,7830,7833,Fun,Entertainment,48
7,7840,7841,Fun,Entertainment,48
7,7900,7900,Fun,Entertainment,48
7,7910,7911,Fun,Entertainment,48
7,7920,7929,Fun,Entertainment,48
7,7930,7933,Fun,Entertainment,48
7,7940,7949,Fun,Entertainment,48
7,7980,7980,Fun,Entertainment,48
7,7990,7999,Fun,Entertainment,48
8,2700,2709,Books,Printing and Publishing,48
8,2710,2719,Books,Printing and Publishing,48
8,2720,2729,Books,Printing and Publishing,48
8,2730,2739,Books,Printing and Publishing,48
8,2740,2749,Books,Printing and Publishing,48
8,2770,2771,Books,Printing and Publishing,48
8,2780,2789,Books,Printing and Publishing,48
8,2790,2799,Books,Printing and Publishing,48
9,2047,2047,Hshld,Consumer Goods,48
9,2391,2392,Hshld,Consumer Goods,48
9,2510,2519,Hshld,Consumer Goods,48
9,2590,2599,Hshld,Consumer Goods,48
9,2840,2843,Hshld,Consumer Goods,48
9,2844,2844,Hshld,Consumer Goods,48
9,3160,3161,Hshld,Consumer Goods,48
9,3170,3171,Hshld,Consumer Goods,48
9,3172,3172,Hshld,Consumer Goods,48
9,3190,3199,Hshld,Consumer Goods,48
9,3229,3229,Hshld,Consumer Goods,48
9,3260,3260,Hshld,Consumer Goods,48
9,3262,3263,Hshld,Consumer Goods,48
9,3269,3269,Hshld,Consumer Goods,48
9,3230,3231,Hshld,Consumer Goods,48
9,3630,3639,Hshld,Consumer Goods,48
9,3750,3751,Hshld,Consumer Goods,48
9,3800,3800,Hshld,Consumer Goods,48
9,3860,3861,Hshld,Consumer Goods,48
9,3870,3873,Hshld,Consumer Goods,48
9,3910,3911,Hshld,Consumer Goods,48
9,3914,3914,Hshld,Consumer Goods,48
9,3915,3915,Hshld,Consumer Goods,48
9,3960,3962,Hshld,Consumer Goods,48
9,3991,3991,Hshld,Consumer Goods,48
9,3995,3995,Hshld,Consumer Goods,48
10,2300,2390,Clths,Apparel,48
10,3020,3021,Clths,Apparel,48
10,3100,3111,Clths,Apparel,48
10,3130,3131,Clths,Apparel,48
10,3140,3149,Clths,Apparel,48
10,3150,3151,Clths,Apparel,48
10,3963,3965,Clths,Apparel,48
11,8000,8099,Hlth,Healthcare,48
12,3693,3693,MedEq,Medical Equipment,48
12,3840,3849,MedEq,Medical Equipment,48
12,3850,3851,MedEq,Medical Equipment,48
13,2830,2830,Drugs,Pharmaceutical Products,48
13,2831,2831,Drugs,Pharmaceutical Products,48
13,2833,2833,Drugs,Pharmaceutical Products,48
13,2834,2834,Drugs,Pharmaceutical Products,48
13,2835,2835,Drugs,Pharmaceutical Products,48
13,2836,2836,Drugs,Pharmaceutical Products,48
14,2800,2809,Chems,Chemicals,48
14,2810,2819,Chems,Chemicals,48
14,2820,2829,Chems,Chemicals,48
14,2850,2859,Chems,Chemicals,48
14,2860,2869,Chems,Chemicals,48
14,2870,2879,Chems,Chemicals,48
14,2890,2899,Chems,Chemicals,48
15,3031,3031,Rubbr,Rubber and Plastic Products,48
15,3041,3041,Rubbr,Rubber and Plastic Products,48
15,3050,3053,Rubbr,Rubber and Plastic Products,48
15,3060,3069,Rubbr,Rubber and Plastic Products,48
15,3070,3079,Rubbr,Rubber and Plastic Products,48
15,3080,3089,Rubbr,Rubber and Plastic Products,48
15,3090,3099,Rubbr,Rubber and Plastic Products,48
16,2200,2269,Txtls,Textiles,48
16,2270,2279,Txtls,Textiles,48
16,2280,2284,Txtls,Textiles,48
16,2290,2295,Txtls,Textiles,48
16,2297,2297,Txtls,Textiles,48
16,2298,2298,Txtls,Textiles,48
16,2299,2299,Txtls,Textiles,48
16,2393,2395,Txtls,Textiles,48
16,2397,2399,Txtls,Textiles,48
17,800,899,BldMt,Construction Materials,48
17,2400,2439,BldMt,Construction Materials,48
17,2450,2459,BldMt,Construction Materials,48
17,2490,2499,BldMt,Construction Materials,48
17,2660,2661,BldMt,Construction Materials,48
17,2950,2952,BldMt,Construction Materials,48
17,3200,3200,BldMt,Construction Materials,48
17,3210,3211,BldMt,Construction Materials,48
17,3240,3241,BldMt,Construction Materials,48
17,3250,3259,BldMt,Construction Materials,48
17,3261,3261,BldMt,Construction Materials,48
17,3264,3264,BldMt,Construction Materials,48
17,3270,3275,BldMt,Construction Materials,48
17,3280,3281,BldMt,Construction Materials,48
17,3290,3293,BldMt,Construction Materials,48
17,3295,3299,BldMt,Construction Materials,48
17,3420,3429,BldMt,Construction Materials,48
17,3430,3433,BldMt,Construction Materials,48
17,3440,3441,BldMt,Construction Materials,48
17,3442,3442,BldMt,Construction Materials,48
17,3446,3446,BldMt,Construction Materials,48
17,3448,3448,BldMt,Construction Materials,48
17,3449,3449,BldMt,Construction Materials,48
17,3450,3451,BldMt,Construction Materials,48
17,3452,3452,BldMt,Construction Materials,48
17,3490,3499,BldMt,Construction Materials,48
17,3996,3996,BldMt,Construction Materials,48
18,1500,1511,Cnstr,Construction,48
18,1520,1529,Cnstr,Construction,48
18,1530,1539,Cnstr,Construction,48
18,1540,1549,Cnstr,Construction,48
18,1600,1699,Cnstr,Construction,48
18,1700,1799,Cnstr,Construction,48
19,3300,3300,Steel,Steel Works Etc,48
19,3310,3317,Steel,Steel Works Etc,48
19,3320,3325,Steel,Steel Works Etc,48
19,3330,3339,Steel,Steel Works Etc,48
19,3340,3341,Steel,Steel Works Etc,48
19,3350,3357,Steel,Steel Works Etc,48
19,3360,3369,Steel,Steel Works Etc,48
19,3370,3379,Steel,Steel Works Etc,48
19,3390,3399,Steel,Steel Works Etc,48
20,3400,3400,FabPr,Fabricated Products,48
20,3443,3443,FabPr,Fabricated Products,48
20,3444,3444,FabPr,Fabricated Products,48
20,3460,3469,FabPr,Fabricated Products,48
20,3470,3479,FabPr,Fabricated Products,48
21,3510,3519,Mach,Machinery,48
21,3520,3529,Mach,Machinery,48
21,3530,3530,Mach,Machinery,48
21,3531,3531,Mach,Machinery,48
21,3532,3532,Mach,Machinery,48
21,3533,3533,Mach,Machinery,48
21,3534,3534,Mach,Machinery,48
21,3535,3535,Mach,Machinery,48
21,3536,3536,Mach,Machinery,48
21,3538,3538,Mach,Machinery,48
21,3540,3549,Mach,Machinery,48
21,3550,3559,Mach,Machinery,48
21,3560,3569,Mach,Machinery,48
21,3580,3580,Mach,Machinery,48
21,3581,3581,Mach,Machinery,48
21,3582,3582,Mach,Machinery,48
21,3585,3585,Mach,Machinery,48
21,3586,3586,Mach,Machinery,48
21,3589,3589,Mach,Machinery,48
21,3590,3599,Mach,Machinery,48
22,3600,3600,ElcEq,Electrical Equipment,48
22,3610,3613,ElcEq,Electrical Equipment,48
22,3620,3621,ElcEq,Electrical Equipment,48
22,3623,3629,ElcEq,Electrical Equipment,48
22,3640,3644,ElcEq,Electrical Equipment,48
22,3645,3645,ElcEq,Electrical Equipment,48
22,3646,3646,ElcEq,Electrical Equipment,48
22,3648,3649,ElcEq,Electrical Equipment,48
22,3660,3660,ElcEq,Electrical Equipment,48
22,3690,3690,ElcEq,Electrical Equipment,48
22,3691,3692,ElcEq,Electrical Equipment,48
22,3699,3699,ElcEq,Electrical Equipment,48
23,2296,2296,Autos,Automobiles and Trucks,48
23,2396,2396,Autos,Automobiles and Trucks,48
23,3010,3011,Autos,Automobiles and Trucks,48
23,3537,3537,Autos,Automobiles and Trucks,48
23,3647,3647,Autos,Automobiles and Trucks,48
23,3694,3694,Autos,Automobiles and Trucks,48
23,3700,3700,Autos,Automobiles and Trucks,48
23,3710,3710,Autos,Automobiles and Trucks,48
23,3711,3711,Autos,Automobiles and Trucks,48
23,3713,3713,Autos,Automobiles and Trucks,48
23,3714,3714,Autos,Automobiles and Trucks,48
23,3715,3715,Autos,Automobiles and Trucks,48
23,3716,3716,Autos,Automobiles and Trucks,48
23,3792,3792,Autos,Automobiles and Trucks,48
23,3790,3791,Autos,Automobiles and Trucks,48
23,3799,3799,Autos,Automobiles and Trucks,48
24,3720,3720,Aero,Aircraft,48
24,3721,3721,Aero,Aircraft,48
24,3723,3724,Aero,Aircraft,48
24,3725,3725,Aero,Aircraft,48
24,3728,3729,Aero,Aircraft,48
25,3730,3731,Ships,"Shipbuilding, Railroad Equipment",48
25,3740,3743,Ships,"Shipbuilding, Railroad Equipment",48
26,3760,3769,Guns,Defense,48
26,3795,3795,Guns,Defense,48
26,3480,3489,Guns,Defense,48
27,1040,1049,Gold,Precious Metals,48
28,1000,1009,Mines,Non-Metallic and Industrial Metal Mining,48
28,1010,1019,Mines,Non-Metallic and Industrial Metal Mining,48
28,1020,1029,Mines,Non-Metallic and Industrial Metal Mining,48
28,1030,1039,Mines,Non-Metallic and Industrial Metal Mining,48
28,1050,1059,Mines,Non-Metallic and Industrial Metal Mining,48
28,1060,1069,Mines,Non-Metallic and Industrial Metal Mining,48
28,1070,1079,Mines,Non-Metallic and Industrial Metal Mining,48
28,1080,1089,Mines,Non-Metallic and Industrial Metal Mining,48
28,1090,1099,Mines,Non-Metallic and Industrial Metal Mining,48
28,1100,1119,Mines,Non-Metallic and Industrial Metal Mining,48
28,1400,1499,Mines,Non-Metallic and Industrial Metal Mining,48
29,1200,1299,Coal,Coal,48
30,1300,1300,Oil,Petroleum and Natural Gas,48
30,1310,1319,Oil,Petroleum and Natural Gas,48
30,1320,1329,Oil,Petroleum and Natural Gas,48
30,1330,1339,Oil,Petroleum and Natural Gas,48
30,1370,1379,Oil,Petroleum and Natural Gas,48
30,1380,1380,Oil,Petroleum and Natural Gas,48
30,1381,1381,Oil,Petroleum and Natural Gas,48
30,1382,1382,Oil,Petroleum and Natural Gas,48
30,1389,1389,Oil,Petroleum and Natural Gas,48
30,2900,2912,Oil,Petroleum and Natural Gas,48
30,2990,2999,Oil,Petroleum and Natural Gas,48
31,4900,4900,Util,Utilities,48
31,4910,4911,Util,Utilities,48
31,4920,4922,Util,Utilities,48
31,4923,4923,Util,Utilities,48
31,4924,4925,Util,Utilities,48
31,4930,4931,Util,Utilities,48
31,4932,4932,Util,Utilities,48
31,4939,4939,Util,Utilities,48
31,4940,4942,Util,Utilities,48
32,4800,4800,Telcm,Communication,48
32,4810,4813,Telcm,Communication,48
32,4820,4822,Telcm,Communication,48
32,4830,4839,Telcm,Communication,48
32,4840,4841,Telcm,Communication,48
32,4880,4889,Telcm,Communication,48
32,4890,4890,Telcm,Communication,48
32,4891,4891,Telcm,Communication,48
32,4892,4892,Telcm,Communication,48
32,4899,4899,Telcm,Communication,48
33,7020,7021,PerSv,Personal Services,48
33,7030,7033,PerSv,Personal Services,48
33,7200,7200,PerSv,Personal Services,48
33,7210,7212,PerSv,Personal Services,48
33,7214,7214,PerSv,Personal Services,48
33,7215,7216,PerSv,Personal Services,48
33,7217,7217,PerSv,Personal Services,48
33,7219,7219,PerSv,Personal Services,48
33,7220,7221,PerSv,Personal Services,48
33,7230,7231,PerSv,Personal Services,48
33,7240,7241,PerSv,Personal Services,48
33,7250,7251,PerSv,Personal Services,48
33,7260,7269,PerSv,Personal Services,48
33,7270,7290,PerSv,Personal Services,48
33,7291,7291,PerSv,Personal Services,48
33,7292,7299,PerSv,Personal Services,48
33,7395,7395,PerSv,Personal Services,48
33,7500,7500,PerSv,Personal Services,48
33,7520,7529,PerSv,Personal Services,48
33,7530,7539,PerSv,Personal Services,48
33,7540,7549,PerSv,Personal Services,48
33,7600,7600,PerSv,Personal Services,48
33,7620,7620,PerSv,Personal Services,48
33,7622,7622,PerSv,Personal Services,48
33,7623,7623,PerSv,Personal Services,48
33,7629,7629,PerSv,Personal Services,48
33,7630,7631,PerSv,Personal Services,48
33,7640,7641,PerSv,Personal Services,48
33,7690,7699,PerSv,Personal Services,48
33,8100,8199,PerSv,Personal Services,48
33,8200,8299,PerSv,Personal Services,48
33,8300,8399,PerSv,Personal Services,48
33,8400,8499,PerSv,Personal Services,48
33,8600,8699,PerSv,Personal Services,48
33,8800,8899,PerSv,Personal Services,48
33,7510,7515,PerSv,Personal Services,48
34,2750,2759,BusSv,Business Services,48
34,3993,3993,BusSv,Business Services,48
34,7218,7218,BusSv,Business Services,48
34,7300,7300,BusSv,Business Services,48
34,7310,7319,BusSv,Business Services,48
34,7320,7329,BusSv,Business Services,48
34,7330,7339,BusSv,Business Services,48
34,7340,7342,BusSv,Business Services,48
34,7349,7349,BusSv,Business Services,48
34,7350,7351,BusSv,Business Services,48
34,7352,7352,BusSv,Business Services,48
34,7353,7353,BusSv,Business Services,48
34,7359,7359,BusSv,Business Services,48
34,7360,7369,BusSv,Business Services,48
34,7370,7372,BusSv,Business Services,48
34,7374,7374,BusSv,Business Services,48
34,7375,7375,BusSv,Business Services,48
34,7376,7376,BusSv,Business Services,48
34,7377,7377,BusSv,Business Services,48
34,7378,7378,BusSv,Business Services,48
34,7379,7379,BusSv,Business Services,48
34,7380,7380,BusSv,Business Services,48
34,7381,7382,BusSv,Business Services,48
34,7383,7383,BusSv,Business Services,48
34,7384,7384,BusSv,Business Services,48
34,7385,7385,BusSv,Business Services,48
34,7389,7390,BusSv,Business Services,48
34,7391,7391,BusSv,Business Services,48
34,7392,7392,BusSv,Business Services,48
34,7393,7393,BusSv,Business Services,48
34,7394,7394,BusSv,Business Services,48
34,7396,7396,BusSv,Business Services,48
34,7397,7397,BusSv,Business Services,48
34,7399,7399,BusSv,Business Services,48
34,7519,7519,BusSv,Business Services,48
34,8700,8700,BusSv,Business Services,48
34,8710,8713,BusSv,Business Services,48
34,8720,8721,BusSv,Business Services,48
34,8730,8734,BusSv,Business Services,48
34,8740,8748,BusSv,Business Services,48
34,8900,8910,BusSv,Business Services,48
34,8911,8911,BusSv,Business Services,48
34,8920,8999,BusSv,Business Services,48
34,4220,4229,BusSv,Business Services,48
35,3570,3579,Comps,Computers,48
35,3680,3680,Comps,Computers,48
35,3681,3681,Comps,Computers,48
35,3682,3682,Comps,Computers,48
35,3683,3683,Comps,Computers,48
35,3684,3684,Comps,Computers,48
35,3685,3685,Comps,Computers,48
35,3686,3686,Comps,Computers,48
35,3687,3687,Comps,Computers,48
35,3688,3688,Comps,Computers,48
35,3689,3689,Comps,Computers,48
35,3695,3695,Comps,Computers,48
35,7373,7373,Comps,Computers,48
36,3622,3622,Chips,Electronic Equipment,48
36,3661,3661,Chips,Electronic Equipment,48
36,3662,3662,Chips,Electronic Equipment,48
36,3663,3663,Chips,Electronic Equipment,48
36,3664,3664,Chips,Electronic Equipment,48
36,3665,3665,Chips,Electronic Equipment,48
36,3666,3666,Chips,Electronic Equipment,48
36,3669,3669,Chips,Electronic Equipment,48
36,3670,3679,Chips,Electronic Equipment,48
36,3810,3810,Chips,Electronic Equipment,48
36,3812,3812,Chips,Electronic Equipment,48
37,3811,3811,LabEq,Measuring and Control Equipment,48
37,3820,3820,LabEq,Measuring and Control Equipment,48
37,3821,3821,LabEq,Measuring and Control Equipment,48
37,3822,3822,LabEq,Measuring and Control Equipment,48
37,3823,3823,LabEq,Measuring and Control Equipment,48
37,3824,3824,LabEq,Measuring and Control Equipment,48
37,3825,3825,LabEq,Measuring and Control Equipment,48
37,3826,3826,LabEq,Measuring and Control Equipment,48
37,3827,3827,LabEq,Measuring and Control Equipment,48
37,3829,3829,LabEq,Measuring and Control Equipment,48
37,3830,3839,LabEq,Measuring and Control Equipment,48
38,2520,2549,Paper,Business Supplies,48
38,2600,2639,Paper,Business Supplies,48
38,2670,2699,Paper,Business Supplies,48
38,2760,2761,Paper,Business Supplies,48
38,3950,3955,Paper,Business Supplies,48
39,2440,2449,Boxes,Shipping Containers,48
39,2640,2659,Boxes,Shipping Containers,48
39,3220,3221,Boxes,Shipping Containers,48
39,3410,3412,Boxes,Shipping Containers,48
40,4000,4013,Trans,Transportation,48
40,4040,4049,Trans,Transportation,48
40,4100,4100,Trans,Transportation,48
40,4110,4119,Trans,Transportation,48
40,4120,4121,Trans,Transportation,48
40,4130,4131,Trans,Transportation,48
40,4140,4142,Trans,Transportation,48
40,4150,4151,Trans,Transportation,48
40,4170,4173,Trans,Transportation,48
40,4190,4199,Trans,Transportation,48
40,4200,4200,Trans,Transportation,48
40,4210,4219,Trans,Transportation,48
40,4230,4231,Trans,Transportation,48
40,4240,4249,Trans,Transportation,48
40,4400,4499,Trans,Transportation,48
40,4500,4599,Trans,Transportation,48
40,4600,4699,Trans,Transportation,48
40,4700,4700,Trans,Transportation,48
40,4710,4712,Trans,Transportation,48
40,4720,4729,Trans,Transportation,48
40,4730,4739,Trans,Transportation,48
40,4740,4749,Trans,Transportation,48
40,4780,4780,Trans,Transportation,48
40,4782,4782,Trans,Transportation,48
40,4783,4783,Trans,Transportation,48
40,4784,4784,Trans,Transportation,48
40,4785,4785,Trans,Transportation,48
40,4789,4789,Trans,Transportation,48
41,5000,5000,Whlsl,Wholesale,48
41,5010,5015,Whlsl,Wholesale,48
41,5020,5023,Whlsl,Wholesale,48
41,5030,5039,Whlsl,Wholesale,48
41,5040,5042,Whlsl,Wholesale,48
41,5043,5043,Whlsl,Wholesale,48
41,5044,5044,Whlsl,Wholesale,48
41,5045,5045,Whlsl,Wholesale,48
41,5046,5046,Whlsl,Wholesale,48
41,5047,5047,Whlsl,Wholesale,48
41,5048,5048,Whlsl,Wholesale,48
41,5049,5049,Whlsl,Wholesale,48
41,5050,5059,Whlsl,Wholesale,48
41,5060,5060,Whlsl,Wholesale,48
41,5063,5063,Whlsl,Wholesale,48
41,5064,5064,Whlsl,Wholesale,48
41,5065,5065,Whlsl,Wholesale,48
41,5070,5078,Whlsl,Wholesale,48
41,5080,5080,Whlsl,Wholesale,48
41,5081,5081,Whlsl,Wholesale,48
41,5082,5082,Whlsl,Wholesale,48
41,5083,5083,Whlsl,Wholesale,48
41,5084,5084,Whlsl,Wholesale,48
41,5085,5085,Whlsl,Wholesale,48
41,5086,5087,Whlsl,Wholesale,48
41,5088,5088,Whlsl,Wholesale,48
41,5090,5090,Whlsl,Wholesale,48
41,5091,5092,Whlsl,Wholesale,48
41,5093,5093,Whlsl,Wholesale,48
41,5094,5094,Whlsl,Wholesale,48
41,5099,5099,Whlsl,Wholesale,48
41,5100,5100,Whlsl,Wholesale,48
41,5110,5113,Whlsl,Wholesale,48
41,5120,5122,Whlsl,Wholesale,48
41,5130,5139,Whlsl,Wholesale,48
41,5140,5149,Whlsl,Wholesale,48
41,5150,5159,Whlsl,Wholesale,48
41,5160,5169,Whlsl,Wholesale,48
41,5170,5172,Whlsl,Wholesale,48
41,5180,5182,Whlsl,Wholesale,48
41,5190,5199,Whlsl,Wholesale,48
42,5200,5200,Rtail,Retail,48
42,5210,5219,Rtail,Retail,48
42,5220,5229,Rtail,Retail,48
42,5230,5231,Rtail,Retail,48
42,5250,5251,Rtail,Retail,48
42,5260,5261,Rtail,Retail,48
42,5270,5271,Rtail,Retail,48
42,5300,5300,Rtail,Retail,48
42,5310,5311,Rtail,Retail,48
42,5320,5320,Rtail,Retail,48
42,5330,5331,Rtail,Retail,48
42,5334,5334,Rtail,Retail,48
42,5340,5349,Rtail,Retail,48
42,5390,5399,Rtail,Retail,48
42,5400,5400,Rtail,Retail,48
42,5410,5411,Rtail,Retail,48
42,5412,5412,Rtail,Retail,48
42,5420,5429,Rtail,Retail,48
42,5430,5439,Rtail,Retail,48
42,5440,5449,Rtail,Retail,48
42,5450,5459,Rtail,Retail,48
42,5460,5469,Rtail,Retail,48
42,5490,5499,Rtail,Retail,48
42,5500,5500,Rtail,Retail,48
42,5510,5529,Rtail,Retail,48
42,5530,5539,Rtail,Retail,48
42,5540,5549,Rtail,Retail,48
42,5550,5559,Rtail,Retail,48
42,5560,5569,Rtail,Retail,48
42,5570,5579,Rtail,Retail,48
42,5590,5599,Rtail,Retail,48
42,5600,5699,Rtail,Retail,48
42,5700,5700,Rtail,Retail,48
42,5710,5719,Rtail,Retail,48
42,5720,5722,Rtail,Retail,48
42,5730,5733,Rtail,Retail,48
42,5734,5734,Rtail,Retail,48
42,5735,5735,Rtail,Retail,48
42,5736,5736,Rtail,Retail,48
42,5750,5799,Rtail,Retail,48
42,5900,5900,Rtail,Retail,48
42,5910,5912,Rtail,Retail,48
42,5920,5929,Rtail,Retail,48
42,5930,5932,Rtail,Retail,48
42,5940,5940,Rtail,Retail,48
42,5941,5941,Rtail,Retail,48
42,5942,5942,Rtail,Retail,48
42,5943,5943,Rtail,Retail,48
42,5944,5944,Rtail,Retail,48
42,5945,5945,Rtail,Retail,48
42,5946,5946,Rtail,Retail,48
42,5947,5947,Rtail,Retail,48
42,5948,5948,Rtail,Retail,48
42,5949,5949,Rtail,Retail,48
42,5950,5959,Rtail,Retail,48
42,5960,5969,Rtail,Retail,48
42,5970,5979,Rtail,Retail,48
42,5980,5989,Rtail,Retail,48
42,5990,5990,Rtail,Retail,48
42,5992,5992,Rtail,Retail,48
42,5993,5993,Rtail,Retail,48
42,5994,5994,Rtail,Retail,48
42,5995,5995,Rtail,Retail,48
42,5999,5999,Rtail,Retail,48
43,5800,5819,Meals,"Restaurants, Hotels, Motels",48
43,5820,5829,Meals,"Restaurants, Hotels, Motels",48
43,5890,5899,Meals,"Restaurants, Hotels, Motels",48
43,7000,7000,Meals,"Restaurants, Hotels, Motels",48
43,7010,7019,Meals,"Restaurants, Hotels, Motels",48
43,7040,7049,Meals,"Restaurants, Hotels, Motels",48
43,7213,7213,Meals,"Restaurants, Hotels, Motels",48
44,6000,6000,Banks,Banking,48
44,6010,6019,Banks,Banking,48
44,6020,6020,Banks,Banking,48
44,6021,6021,Banks,Banking,48
44,6022,6022,Banks,Banking,48
44,6023,6024,Banks,Banking,48
44,6025,6025,Banks,Banking,48
44,6026,6026,Banks,Banking,48
44,6027,6027,Banks,Banking,48
44,6028,6029,Banks,Banking,48
44,6030,6036,Banks,Banking,48
44,6040,6059,Banks,Banking,48
44,6060,6062,Banks,Banking,48
44,6080,6082,Banks,Banking,48
44,6090,6099,Banks,Banking,48
44,6100,6100,Banks,Banking,48
44,6110,6111,Banks,Banking,48
44,6112,6113,Banks,Banking,48
44,6120,6129,Banks,Banking,48
44,6130,6139,Banks,Banking,48
44,6140,6149,Banks,Banking,48
44,6150,6159,Banks,Banking,48
44,6160,6169,Banks,Banking,48
44,6170,6179,Banks,Banking,48
44,6190,6199,Banks,Banking,48
45,6300,6300,Insur,Insurance,48
45,6310,6319,Insur,Insurance,48
45,6320,6329,Insur,Insurance,48
45,6330,6331,Insur,Insurance,48
45,6350,6351,Insur,Insurance,48
45,6360,6361,Insur,Insurance,48
45,6370,6379,Insur,Insurance,48
45,6390,6399,Insur,Insurance,48
45,6400,6411,Insur,Insurance,48
46,6500,6500,RlEst,Real Estate,48
46,6510,6510,RlEst,Real Estate,48
46,6512,6512,RlEst,Real Estate,48
46,6513,6513,RlEst,Real Estate,48
46,6514,6514,RlEst,Real Estate,48
46,6515,6515,RlEst,Real Estate,48
46,6517,6519,RlEst,Real Estate,48
46,6520,6529,RlEst,Real Estate,48
46,6530,6531,RlEst,Real Estate,48
46,6532,6532,RlEst,Real Estate,48
46,6540,6541,RlEst,Real Estate,48
46,6550,6553,RlEst,Real Estate,48
46,6590,6599,RlEst,Real Estate,48
46,6610,6611,RlEst,Real Estate,48
47,6200,6299,Fin,Trading,48
47,6700,6700,Fin,Trading,48
47,6710,6719,Fin,Trading,48
47,6720,6722,Fin,Trading,48
47,6723,6723,Fin,Trading,48
47,6724,6724,Fin,Trading,48
47,6725,6725,Fin,Trading,48
47,6726,6726,Fin,Trading,48
47,6730,6733,Fin,Trading,48
47,6740,6779,Fin,Trading,48
47,6790,6791,Fin,Trading,48
47,6792,6792,Fin,Trading,48
47,6793,6793,Fin,Trading,48
47,6794,6794,Fin,Trading,48
47,6795,6795,Fin,Trading,48
47,6798,6798,Fin,Trading,48
47,6799,6799,Fin,Trading,48
48,4950,4959,Other,Almost Nothing,48
48,4960,4961,Other,Almost Nothing,48
48,4970,4971,Other,Almost Nothing,48
48,4990,4991,Other,Almost Nothing,48
1,100,199,Agric,Agriculture,49
1,200,299,Agric,Agriculture,49
1,700,799,Agric,Agriculture,49
1,910,919,Agric,Agriculture,49
1,2048,2048,Agric,Agriculture,49
2,2000,2009,Food,Food Products,49
2,2010,2019,Food,Food Products,49
2,2020,2029,Food,Food Products,49
2,2030,2039,Food,Food Products,49
2,2040,2046,Food,Food Products,49
2,2050,2059,Food,Food Products,49
2,2060,2063,Food,Food Products,49
2,2070,2079,Food,Food Products,49
2,2090,2092,Food,Food Products,49
2,2095,2095,Food,Food Products,49
2,2098,2099,Food,Food Products,49
3,2064,2068,Soda,Candy & Soda,49
3,2086,2086,Soda,Candy & Soda,49
3,2087,2087,Soda,Candy & Soda,49
3,2096,2096,Soda,Candy & Soda,49
3,2097,2097,Soda,Candy & Soda,49
4,2080,2080,Beer,Beer & Liquor,49
4,2082,2082,Beer,Beer & Liquor,49
4,2083,2083,Beer,Beer & Liquor,49
4,2084,2084,Beer,Beer & Liquor,49
4,2085,2085,Beer,Beer & Liquor,49
5,2100,2199,Smoke,Tobacco Products,49
6,920,999,Toys,Recreation,49
6,3650,3651,Toys,Recreation,49
6,3652,3652,Toys,Recreation,49
6,3732,3732,Toys,Recreation,49
6,3930,3931,Toys,Recreation,49
6,3940,3949,Toys,Recreation,49
7,7800,7829,Fun,Entertainment,49
7,7830,7833,Fun,Entertainment,49
7,7840,7841,Fun,Entertainment,49
7,7900,7900,Fun,Entertainment,49
7,7910,7911,Fun,Entertainment,49
7,7920,7929,Fun,Entertainment,49
7,7930,7933,Fun,Entertainment,49
7,7940,7949,Fun,Entertainment,49
7,7980,7980,Fun,Entertainment,49
7,7990,7999,Fun,Entertainment,49
8,2700,2709,Books,Printing and Publishing,49
8,2710,2719,Books,Printing and Publishing,49
8,2720,2729,Books,Printing and Publishing,49
8,2730,2739,Books,Printing and Publishing,49
8,2740,2749,Books,Printing and Publishing,49
8,2770,2771,Books,Printing and Publishing,49
8,2780,2789,Books,Printing and Publishing,49
8,2790,2799,Books,Printing and Publishing,49
9,2047,2047,Hshld,Consumer Goods,49
9,2391,2392,Hshld,Consumer Goods,49
9,2510,2519,Hshld,Consumer Goods,49
9,2590,2599,Hshld,Consumer Goods,49
9,2840,2843,Hshld,Consumer Goods,49
9,2844,2844,Hshld,Consumer Goods,49
