class,sic_start,sic_end,desc,details,ind_def
6,3170,3171,Hshld,Consumer Goods,30
6,3172,3172,Hshld,Consumer Goods,30
6,3190,3199,Hshld,Consumer Goods,30
6,3229,3229,Hshld,Consumer Goods,30
6,3260,3260,Hshld,Consumer Goods,30
6,3262,3263,Hshld,Consumer Goods,30
6,3269,3269,Hshld,Consumer Goods,30
6,3230,3231,Hshld,Consumer Goods,30
6,3630,3639,Hshld,Consumer Goods,30
6,3750,3751,Hshld,Consumer Goods,30
6,3800,3800,Hshld,Consumer Goods,30
6,3860,3861,Hshld,Consumer Goods,30
6,3870,3873,Hshld,Consumer Goods,30
6,3910,3911,Hshld,Consumer Goods,30
6,3914,3914,Hshld,Consumer Goods,30
6,3915,3915,Hshld,Consumer Goods,30
6,3960,3962,Hshld,Consumer Goods,30
6,3991,3991,Hshld,Consumer Goods,30
6,3995,3995,Hshld,Consumer Goods,30
7,2300,2390,Clths,Apparel,30
7,3020,3021,Clths,Apparel,30
7,3100,3111,Clths,Apparel,30
7,3130,3131,Clths,Apparel,30
7,3140,3149,Clths,Apparel,30
7,3150,3151,Clths,Apparel,30
7,3963,3965,Clths,Apparel,30
8,2830,2830,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,2831,2831,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,2833,2833,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,2834,2834,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,2835,2835,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,2836,2836,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,3693,3693,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,3840,3849,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,3850,3851,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
8,8000,8099,Hlth,"Healthcare, Medical Equipment, Pharmaceutical Products",30
9,2800,2809,Chems,Chemicals,30
9,2810,2819,Chems,Chemicals,30
9,2820,2829,Chems,Chemicals,30
9,2850,2859,Chems,Chemicals,30
9,2860,2869,Chems,Chemicals,30
9,2870,2879,Chems,Chemicals,30
9,2890,2899,Chems,Chemicals,30
10,2200,2269,Txtls,Textiles,30
10,2270,2279,Txtls,Textiles,30
10,2280,2284,Txtls,Textiles,30
10,2290,2295,Txtls,Textiles,30
10,2297,2297,Txtls,Textiles,30
10,2298,2298,Txtls,Textiles,30
10,2299,2299,Txtls,Textiles,30
10,2393,2395,Txtls,Textiles,30
10,2397,2399,Txtls,Textiles,30
11,800,899,Cnstr,Construction and Construction Materials,30
11,1500,1511,Cnstr,Construction and Construction Materials,30
11,1520,1529,Cnstr,Construction and Construction Materials,30
11,1530,1539,Cnstr,Construction and Construction Materials,30
11,1540,1549,Cnstr,Construction and Construction Materials,30
11,1600,1699,Cnstr,Construction and Construction Materials,30
11,1700,1799,Cnstr,Construction and Construction Materials,30
11,2400,2439,Cnstr,Construction and Construction Materials,30
11,2450,2459,Cnstr,Construction and Construction Materials,30
11,2490,2499,Cnstr,Construction and Construction Materials,30
11,2660,2661,Cnstr,Construction and Construction Materials,30
11,2950,2952,Cnstr,Construction and Construction Materials,30
11,3200,3200,Cnstr,Construction and Construction Materials,30
11,3210,3211,Cnstr,Construction and Construction Materials,30
11,3240,3241,Cnstr,Construction and Construction Materials,30
11,3250,3259,Cnstr,Construction and Construction Materials,30
11,3261,3261,Cnstr,Construction and Construction Materials,30
11,3264,3264,Cnstr,Construction and Construction Materials,30
11,3270,3275,Cnstr,Construction and Construction Materials,30
11,3280,3281,Cnstr,Construction and Construction Materials,30
11,3290,3293,Cnstr,Construction and Construction Materials,30
11,3295,3299,Cnstr,Construction and Construction Materials,30
11,3420,3429,Cnstr,Construction and Construction Materials,30
11,3430,3433,Cnstr,Construction and Construction Materials,30
11,3440,3441,Cnstr,Construction and Construction Materials,30
11,3442,3442,Cnstr,Construction and Construction Materials,30
11,3446,3446,Cnstr,Construction and Construction Materials,30
11,3448,3448,Cnstr,Construction and Construction Materials,30
11,3449,3449,Cnstr,Construction and Construction Materials,30
11,3450,3451,Cnstr,Construction and Construction Materials,30
11,3452,3452,Cnstr,Construction and Construction Materials,30
11,3490,3499,Cnstr,Construction and Construction Materials,30
11,3996,3996,Cnstr,Construction and Construction Materials,30
12,3300,3300,Steel,Steel Works Etc,30
12,3310,3317,Steel,Steel Works Etc,30
12,3320,3325,Steel,Steel Works Etc,30
12,3330,3339,Steel,Steel Works Etc,30
12,3340,3341,Steel,Steel Works Etc,30
12,3350,3357,Steel,Steel Works Etc,30
12,3360,3369,Steel,Steel Works Etc,30
12,3370,3379,Steel,Steel Works Etc,30
12,3390,3399,Steel,Steel Works Etc,30
13,3400,3400,FabPr,Fabricated Products and Machinery,30
13,3443,3443,FabPr,Fabricated Products and Machinery,30
13,3444,3444,FabPr,Fabricated Products and Machinery,30
13,3460,3469,FabPr,Fabricated Products and Machinery,30
13,3470,3479,FabPr,Fabricated Products and Machinery,30
13,3510,3519,FabPr,Fabricated Products and Machinery,30
13,3520,3529,FabPr,Fabricated Products and Machinery,30
13,3530,3530,FabPr,Fabricated Products and Machinery,30
13,3531,3531,FabPr,Fabricated Products and Machinery,30
13,3532,3532,FabPr,Fabricated Products and Machinery,30
13,3533,3533,FabPr,Fabricated Products and Machinery,30
13,3534,3534,FabPr,Fabricated Products and Machinery,30
13,3535,3535,FabPr,Fabricated Products and Machinery,30
13,3536,3536,FabPr,Fabricated Products and Machinery,30
13,3538,3538,FabPr,Fabricated Products and Machinery,30
13,3540,3549,FabPr,Fabricated Products and Machinery,30
13,3550,3559,FabPr,Fabricated Products and Machinery,30
13,3560,3569,FabPr,Fabricated Products and Machinery,30
13,3580,3580,FabPr,Fabricated Products and Machinery,30
13,3581,3581,FabPr,Fabricated Products and Machinery,30
13,3582,3582,FabPr,Fabricated Products and Machinery,30
13,3585,3585,FabPr,Fabricated Products and Machinery,30
13,3586,3586,FabPr,Fabricated Products and Machinery,30
13,3589,3589,FabPr,Fabricated Products and Machinery,30
13,3590,3599,FabPr,Fabricated Products and Machinery,30
14,3600,3600,ElcEq,Electrical Equipment,30
14,3610,3613,ElcEq,Electrical Equipment,30
14,3620,3621,ElcEq,Electrical Equipment,30
14,3623,3629,ElcEq,Electrical Equipment,30
14,3640,3644,ElcEq,Electrical Equipment,30
14,3645,3645,ElcEq,Electrical Equipment,30
14,3646,3646,ElcEq,Electrical Equipment,30
14,3648,3649,ElcEq,Electrical Equipment,30
14,3660,3660,ElcEq,Electrical Equipment,30
14,3690,3690,ElcEq,Electrical Equipment,30
14,3691,3692,ElcEq,Electrical Equipment,30
14,3699,3699,ElcEq,Electrical Equipment,30
15,2296,2296,Autos,Automobiles and Trucks,30
15,2396,2396,Autos,Automobiles and Trucks,30
15,3010,3011,Autos,Automobiles and Trucks,30
15,3537,3537,Autos,Automobiles and Trucks,30
15,3647,3647,Autos,Automobiles and Trucks,30
15,3694,3694,Autos,Automobiles and Trucks,30
15,3700,3700,Autos,Automobiles and Trucks,30
15,3710,3710,Autos,Automobiles and Trucks,30
15,3711,3711,Autos,Automobiles and Trucks,30
15,3713,3713,Autos,Automobiles and Trucks,30
15,3714,3714,Autos,Automobiles and Trucks,30
15,3715,3715,Autos,Automobiles and Trucks,30
15,3716,3716,Autos,Automobiles and Trucks,30
15,3792,3792,Autos,Automobiles and Trucks,30
15,3790,3791,Autos,Automobiles and Trucks,30
15,3799,3799,Autos,Automobiles and Trucks,30
16,3720,3720,Carry,"Aircraft, ships, and railroad equipment",30
16,3721,3721,Carry,"Aircraft, ships, and railroad equipment",30
16,3723,3724,Carry,"Aircraft, ships, and railroad equipment",30
16,3725,3725,Carry,"Aircraft, ships, and railroad equipment",30
16,3728,3729,Carry,"Aircraft, ships, and railroad equipment",30
16,3730,3731,Carry,"Aircraft, ships, and railroad equipment",30
16,3740,3743,Carry,"Aircraft, ships, and railroad equipment",30
17,1000,1009,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1010,1019,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1020,1029,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1030,1039,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1040,1049,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1050,1059,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1060,1069,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1070,1079,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1080,1089,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1090,1099,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1100,1119,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
17,1400,1499,Mines,"Precious Metals, Non-Metallic, and Industrial Metal Mining",30
18,1200,1299,Coal,Coal,30
19,1300,1300,Oil,Petroleum and Natural Gas,30
19,1310,1319,Oil,Petroleum and Natural Gas,30
19,1320,1329,Oil,Petroleum and Natural Gas,30
19,1330,1339,Oil,Petroleum and Natural Gas,30
19,1370,1379,Oil,Petroleum and Natural Gas,30
19,1380,1380,Oil,Petroleum and Natural Gas,30
19,1381,1381,Oil,Petroleum and Natural Gas,30
19,1382,1382,Oil,Petroleum and Natural Gas,30
19,1389,1389,Oil,Petroleum and Natural Gas,30
19,2900,2912,Oil,Petroleum and Natural Gas,30
19,2990,2999,Oil,Petroleum and Natural Gas,30
20,4900,4900,Util,Utilities,30
20,4910,4911,Util,Utilities,30
20,4920,4922,Util,Utilities,30
20,4923,4923,Util,Utilities,30
20,4924,4925,Util,Utilities,30
20,4930,4931,Util,Utilities,30
20,4932,4932,Util,Utilities,30
20,4939,4939,Util,Utilities,30
20,4940,4942,Util,Utilities,30
21,4800,4800,Telcm,Communication,30
21,4810,4813,Telcm,Communication,30
21,4820,4822,Telcm,Communication,30
21,4830,4839,Telcm,Communication,30
21,4840,4841,Telcm,Communication,30
21,4880,4889,Telcm,Communication,30
21,4890,4890,Telcm,Communication,30
21,4891,4891,Telcm,Communication,30
21,4892,4892,Telcm,Communication,30
21,4899,4899,Telcm,Communication,30
22,7020,7021,Servs,Personal and Business Services,30
22,7030,7033,Servs,Personal and Business Services,30
22,7200,7200,Servs,Personal and Business Services,30
22,7210,7212,Servs,Personal and Business Services,30
22,7214,7214,Servs,Personal and Business Services,30
22,7215,7216,Servs,Personal and Business Services,30
22,7217,7217,Servs,Personal and Business Services,30
22,7218,7218,Servs,Personal and Business Services,30
22,7219,7219,Servs,Personal and Business Services,30
22,7220,7221,Servs,Personal and Business Services,30
22,7230,7231,Servs,Personal and Business Services,30
22,7240,7241,Servs,Personal and Business Services,30
22,7250,7251,Servs,Personal and Business Services,30
22,7260,7269,Servs,Personal and Business Services,30
22,7270,7290,Servs,Personal and Business Services,30
22,7291,7291,Servs,Personal and Business Services,30
22,7292,7299,Servs,Personal and Business Services,30
22,7300,7300,Servs,Personal and Business Services,30
22,7310,7319,Servs,Personal and Business Services,30
22,7320,7329,Servs,Personal and Business Services,30
22,7330,7339,Servs,Personal and Business Services,30
22,7340,7342,Servs,Personal and Business Services,30
22,7349,7349,Servs,Personal and Business Services,30
22,7350,7351,Servs,Personal and Business Services,30
22,7352,7352,Servs,Personal and Business Services,30
22,7353,7353,Servs,Personal and Business Services,30
22,7359,7359,Servs,Personal and Business Services,30
22,7360,7369,Servs,Personal and Business Services,30
22,7370,7372,Servs,Personal and Business Services,30
22,7374,7374,Servs,Personal and Business Services,30
22,7375,7375,Servs,Personal and Business Services,30
22,7376,7376,Servs,Personal and Business Services,30
22,7377,7377,Servs,Personal and Business Services,30
22,7378,7378,Servs,Personal and Business Services,30
22,7379,7379,Servs,Personal and Business Services,30
22,7380,7380,Servs,Personal and Business Services,30
22,7381,7382,Servs,Personal and Business Services,30
22,7383,7383,Servs,Personal and Business Services,30
22,7384,7384,Servs,Personal and Business Services,30
22,7385,7385,Servs,Personal and Business Services,30
22,7389,7390,Servs,Personal and Business Services,30
22,7391,7391,Servs,Personal and Business Services,30
22,7392,7392,Servs,Personal and Business Services,30
22,7393,7393,Servs,Personal and Business Services,30
22,7394,7394,Servs,Personal and Business Services,30
22,7395,7395,Servs,Personal and Business Services,30
22,7396,7396,Servs,Personal and Business Services,30
22,7397,7397,Servs,Personal and Business Services,30
22,7399,7399,Servs,Personal and Business Services,30
22,7500,7500,Servs,Personal and Business Services,30
22,7510,7519,Servs,Personal and Business Services,30
22,7520,7529,Servs,Personal and Business Services,30
22,7530,7539,Servs,Personal and Business Services,30
22,7540,7549,Servs,Personal and Business Services,30
22,7600,7600,Servs,Personal and Business Services,30
22,7620,7620,Servs,Personal and Business Services,30
22,7622,7622,Servs,Personal and Business Services,30
22,7623,7623,Servs,Personal and Business Services,30
22,7629,7629,Servs,Personal and Business Services,30
22,7630,7631,Servs,Personal and Business Services,30
22,7640,7641,Servs,Personal and Business Services,30
22,7690,7699,Servs,Personal and Business Services,30
22,8100,8199,Servs,Personal and Business Services,30
22,8200,8299,Servs,Personal and Business Services,30
22,8300,8399,Servs,Personal and Business Services,30
22,8400,8499,Servs,Personal and Business Services,30
22,8600,8699,Servs,Personal and Business Services,30
22,8700,8700,Servs,Personal and Business Services,30
22,8710,8713,Servs,Personal and Business Services,30
22,8720,8721,Servs,Personal and Business Services,30
22,8730,8734,Servs,Personal and Business Services,30
22,8740,8748,Servs,Personal and Business Services,30
22,8800,8899,Servs,Personal and Business Services,30
22,8900,8910,Servs,Personal and Business Services,30
22,8911,8911,Servs,Personal and Business Services,30
22,8920,8999,Servs,Personal and Business Services,30
23,3570,3579,BusEq,Business Equipment,30
23,3622,3622,BusEq,Business Equipment,30
23,3661,3661,BusEq,Business Equipment,30
23,3662,3662,BusEq,Business Equipment,30
23,3663,3663,BusEq,Business Equipment,30
23,3664,3664,BusEq,Business Equipment,30
23,3665,3665,BusEq,Business Equipment,30
23,3666,3666,BusEq,Business Equipment,30
23,3669,3669,BusEq,Business Equipment,30
23,3670,3679,BusEq,Business Equipment,30
23,3680,3680,BusEq,Business Equipment,30
23,3681,3681,BusEq,Business Equipment,30
23,3682,3682,BusEq,Business Equipment,30
23,3683,3683,BusEq,Business Equipment,30
23,3684,3684,BusEq,Business Equipment,30
23,3685,3685,BusEq,Business Equipment,30
23,3686,3686,BusEq,Business Equipment,30
23,3687,3687,BusEq,Business Equipment,30
23,3688,3688,BusEq,Business Equipment,30
23,3689,3689,BusEq,Business Equipment,30
23,3695,3695,BusEq,Business Equipment,30
23,3810,3810,BusEq,Business Equipment,30
23,3811,3811,BusEq,Business Equipment,30
23,3812,3812,BusEq,Business Equipment,30
23,3820,3820,BusEq,Business Equipment,30
23,3821,3821,BusEq,Business Equipment,30
23,3822,3822,BusEq,Business Equipment,30
23,3823,3823,BusEq,Business Equipment,30
23,3824,3824,BusEq,Business Equipment,30
23,3825,3825,BusEq,Business Equipment,30
23,3826,3826,BusEq,Business Equipment,30
23,3827,3827,BusEq,Business Equipment,30
23,3829,3829,BusEq,Business Equipment,30
23,3830,3839,BusEq,Business Equipment,30
23,7373,7373,BusEq,Business Equipment,30
24,2440,2449,Paper,Business Supplies and Shipping Containers,30
24,2520,2549,Paper,Business Supplies and Shipping Containers,30
24,2600,2639,Paper,Business Supplies and Shipping Containers,30
24,2640,2659,Paper,Business Supplies and Shipping Containers,30
24,2670,2699,Paper,Business Supplies and Shipping Containers,30
24,2760,2761,Paper,Business Supplies and Shipping Containers,30
24,3220,3221,Paper,Business Supplies and Shipping Containers,30
24,3410,3412,Paper,Business Supplies and Shipping Containers,30
24,3950,3955,Paper,Business Supplies and Shipping Containers,30
25,4000,4013,Trans,Transportation,30
25,4040,4049,Trans,Transportation,30
25,4100,4100,Trans,Transportation,30
25,4110,4119,Trans,Transportation,30
25,4120,4121,Trans,Transportation,30
25,4130,4131,Trans,Transportation,30
25,4140,4142,Trans,Transportation,30
25,4150,4151,Trans,Transportation,30
25,4170,4173,Trans,Transportation,30
25,4190,4199,Trans,Transportation,30
25,4200,4200,Trans,Transportation,30
25,4210,4219,Trans,Transportation,30
25,4220,4229,Trans,Transportation,30
25,4230,4231,Trans,Transportation,30
25,4240,4249,Trans,Transportation,30
25,4400,4499,Trans,Transportation,30
25,4500,4599,Trans,Transportation,30
25,4600,4699,Trans,Transportation,30
25,4700,4700,Trans,Transportation,30
25,4710,4712,Trans,Transportation,30
25,4720,4729,Trans,Transportation,30
25,4730,4739,Trans,Transportation,30
25,4740,4749,Trans,Transportation,30
25,4780,4780,Trans,Transportation,30
25,4782,4782,Trans,Transportation,30
25,4783,4783,Trans,Transportation,30
25,4784,4784,Trans,Transportation,30
25,4785,4785,Trans,Transportation,30
25,4789,4789,Trans,Transportation,30
26,5000,5000,Whlsl,Wholesale,30
26,5010,5015,Whlsl,Wholesale,30
26,5020,5023,Whlsl,Wholesale,30
26,5030,5039,Whlsl,Wholesale,30
26,5040,5042,Whlsl,Wholesale,30
26,5043,5043,Whlsl,Wholesale,30
26,5044,5044,Whlsl,Wholesale,30
26,5045,5045,Whlsl,Wholesale,30
26,5046,5046,Whlsl,Wholesale,30
26,5047,5047,Whlsl,Wholesale,30
26,5048,5048,Whlsl,Wholesale,30
26,5049,5049,Whlsl,Wholesale,30
26,5050,5059,Whlsl,Wholesale,30
26,5060,5060,Whlsl,Wholesale,30
26,5063,5063,Whlsl,Wholesale,30
26,5064,5064,Whlsl,Wholesale,30
26,5065,5065,Whlsl,Wholesale,30
26,5070,5078,Whlsl,Wholesale,30
26,5080,5080,Whlsl,Wholesale,30
26,5081,5081,Whlsl,Wholesale,30
26,5082,5082,Whlsl,Wholesale,30
26,5083,5083,Whlsl,Wholesale,30
26,5084,5084,Whlsl,Wholesale,30
26,5085,5085,Whlsl,Wholesale,30
26,5086,5087,Whlsl,Wholesale,30
26,5088,5088,Whlsl,Wholesale,30
26,5090,5090,Whlsl,Wholesale,30
26,5091,5092,Whlsl,Wholesale,30
26,5093,5093,Whlsl,Wholesale,30
26,5094,5094,Whlsl,Wholesale,30
26,5099,5099,Whlsl,Wholesale,30
26,5100,5100,Whlsl,Wholesale,30
26,5110,5113,Whlsl,Wholesale,30
26,5120,5122,Whlsl,Wholesale,30
26,5130,5139,Whlsl,Wholesale,30
26,5140,5149,Whlsl,Wholesale,30
26,5150,5159,Whlsl,Wholesale,30
26,5160,5169,Whlsl,Wholesale,30
26,5170,5172,Whlsl,Wholesale,30
26,5180,5182,Whlsl,Wholesale,30
26,5190,5199,Whlsl,Wholesale,30
27,5200,5200,Rtail,Retail,30
27,5210,5219,Rtail,Retail,30
27,5220,5229,Rtail,Retail,30
27,5230,5231,Rtail,Retail,30
27,5250,5251,Rtail,Retail,30
27,5260,5261,Rtail,Retail,30
27,5270,5271,Rtail,Retail,30
27,5300,5300,Rtail,Retail,30
27,5310,5311,Rtail,Retail,30
27,5320,5320,Rtail,Retail,30
27,5330,5331,Rtail,Retail,30
27,5334,5334,Rtail,Retail,30
27,5340,5349,Rtail,Retail,30
27,5390,5399,Rtail,Retail,30
27,5400,5400,Rtail,Retail,30
27,5410,5411,Rtail,Retail,30
27,5412,5412,Rtail,Retail,30
27,5420,5429,Rtail,Retail,30
27,5430,5439,Rtail,Retail,30
27,5440,5449,Rtail,Retail,30
27,5450,5459,Rtail,Retail,30
27,5460,5469,Rtail,Retail,30
27,5490,5499,Rtail,Retail,30
27,5500,5500,Rtail,Retail,30
27,5510,5529,Rtail,Retail,30
27,5530,5539,Rtail,Retail,30
27,5540,5549,Rtail,Retail,30
27,5550,5559,Rtail,Retail,30
27,5560,5569,Rtail,Retail,30
27,5570,5579,Rtail,Retail,30
27,5590,5599,Rtail,Retail,30
27,5600,5699,Rtail,Retail,30
27,5700,5700,Rtail,Retail,30
27,5710,5719,Rtail,Retail,30
27,5720,5722,Rtail,Retail,30
27,5730,5733,Rtail,Retail,30
27,5734,5734,Rtail,Retail,30
27,5735,5735,Rtail,Retail,30
27,5736,5736,Rtail,Retail,30
27,5750,5799,Rtail,Retail,30
27,5900,5900,Rtail,Retail,30
27,5910,5912,Rtail,Retail,30
27,5920,5929,Rtail,Retail,30
27,5930,5932,Rtail,Retail,30
27,5940,5940,Rtail,Retail,30
27,5941,5941,Rtail,Retail,30
27,5942,5942,Rtail,Retail,30
27,5943,5943,Rtail,Retail,30
27,5944,5944,Rtail,Retail,30
27,5945,5945,Rtail,Retail,30
27,5946,5946,Rtail,Retail,30
27,5947,5947,Rtail,Retail,30
27,5948,5948,Rtail,Retail,30
27,5949,5949,Rtail,Retail,30
27,5950,5959,Rtail,Retail,30
27,5960,5969,Rtail,Retail,30
27,5970,5979,Rtail,Retail,30
27,5980,5989,Rtail,Retail,30
27,5990,5990,Rtail,Retail,30
27,5992,5992,Rtail,Retail,30
27,5993,5993,Rtail,Retail,30
27,5994,5994,Rtail,Retail,30
27,5995,5995,Rtail,Retail,30
27,5999,5999,Rtail,Retail,30
28,5800,5819,Meals,"Restaurants, Hotels, Motels",30
28,5820,5829,Meals,"Restaurants, Hotels, Motels",30
28,5890,5899,Meals,"Restaurants, Hotels, Motels",30
28,7000,7000,Meals,"Restaurants, Hotels, Motels",30
28,7010,7019,Meals,"Restaurants, Hotels, Motels",30
28,7040,7049,Meals,"Restaurants, Hotels, Motels",30
28,7213,7213,Meals,"Restaurants, Hotels, Motels",30
29,6000,6000,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6010,6019,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6020,6020,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6021,6021,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6022,6022,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6023,6024,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6025,6025,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6026,6026,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6027,6027,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6028,6029,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6030,6036,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6040,6059,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6060,6062,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6080,6082,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6090,6099,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6100,6100,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6110,6111,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6112,6113,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6120,6129,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6130,6139,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6140,6149,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6150,6159,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6160,6169,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6170,6179,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6190,6199,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6200,6299,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6300,6300,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6310,6319,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6320,6329,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6330,6331,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6350,6351,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6360,6361,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6370,6379,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6390,6399,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6400,6411,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6500,6500,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6510,6510,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6512,6512,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6513,6513,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6514,6514,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6515,6515,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6517,6519,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6520,6529,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6530,6531,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6532,6532,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6540,6541,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6550,6553,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6590,6599,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6610,6611,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6700,6700,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6710,6719,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6720,6722,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6723,6723,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6724,6724,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6725,6725,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6726,6726,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6730,6733,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6740,6779,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6790,6791,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6792,6792,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6793,6793,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6794,6794,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6795,6795,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6798,6798,Fin,"Banking, Insurance, Real Estate, Trading",30
29,6799,6799,Fin,"Banking, Insurance, Real Estate, Trading",30
30,4950,4959,Other,Everything Else,30
30,4960,4961,Other,Everything Else,30
30,4970,4971,Other,Everything Else,30
30,4990,4991,Other,Everything Else,30
1,100,999,Agric,"Agriculture, forestry, and fishing",38
2,1000,1299,Mines,Mining,38
3,1300,1399,Oil,Oil and Gas Extraction,38
4,1400,1499,Stone,Nonmetallic Minerals Except Fuels,38
5,1500,1799,Cnstr,Construction,38
6,2000,2099,Food,Food and Kindred Products,38
7,2100,2199,Smoke,Tobacco Products,38
8,2200,2299,Txtls,Textile Mill Products,38
9,2300,2399,Apprl,Apparel and other Textile Products,38
10,2400,2499,Wood,Lumber and Wood Products,38
11,2500,2599,Chair,Furniture and Fixtures,38
12,2600,2661,Paper,Paper and Allied Products,38
13,2700,2799,Print,Printing and Publishing,38
14,2800,2899,Chems,Chemicals and Allied Products,38
15,2900,2999,Ptrlm,Petroleum and Coal Products,38
16,3000,3099,Rubbr,Rubber and Miscellaneous Plastics Products,38
17,3100,3199,Lethr,Leather and Leather Products,38
18,3200,3299,Glass,"Stone, Clay and Glass Products",38
19,3300,3399,Metal,Primary Metal Industries,38
20,3400,3499,MtlPr,Fabricated Metal Products,38
21,3500,3599,Machn,"Machinery, Except Electrical",38
22,3600,3699,Elctr,Electrical and Electronic Equipment,38
23,3700,3799,Cars,Transportation Equipment,38
24,3800,3879,Instr,Instruments and Related Products,38
25,3900,3999,Manuf,Miscellaneous Manufacturing Industries,38
26,4000,4799,Trans,Transportation,38
27,4800,4829,Phone,Telephone and Telegraph Communication,38
28,4830,4899,TV,Radio and Television Broadcasting,38
29,4900,4949,Utils,"Electric, Gas, and Water Supply",38
30,4950,4959,Garbg,Sanitary Services,38
31,4960,4969,Steam,Steam Supply,38
32,4970,4979,Water,Irrigation Systems,38
33,5000,5199,Whlsl,Wholesale,38
